Data,Turma,Motivo
1/1/2012,Segurança da informação 1,transferência de programação
2/1/2012,Análise e desenvolvimento de sistemas 4,não se identificou com o curso
2/1/2012,Logistica 3,dificuldades financeiras
2/1/2012,Gestão comercial 4,motivo de saúde
2/1/2012,Jogos digitais 1,reprovação por falta
2/1/2012,Segurança da informação 2,falecimento
2/1/2012,Gestão da Tecnologia da informação 3,transferência de programação
3/1/2012,Designer 2,não se identificou com o curso
3/1/2012,Designer 3,dificuldades financeiras
3/1/2012,Logistica 3,motivo de saúde
3/1/2012,Gestão comercial 4,reprovação por falta
3/1/2012,Gestão comercial 1,falecimento
4/1/2012,Logistica 2,não se identificou com o curso
4/1/2012,Logistica 1,dificuldades financeiras
4/1/2012,Análise e desenvolvimento de sistemas 4,motivo de saúde
4/1/2012,Gestão da Tecnologia da informação 3,reprovação por falta
4/1/2012,Segurança da informação 1,falecimento
5/1/2012,Designer 1,não se identificou com o curso
5/1/2012,Gestão comercial 3,dificuldades financeiras
5/1/2012,Gestão da Tecnologia da informação 1,motivo de saúde
5/1/2012,Gestão da Tecnologia da informação 4,reprovação por falta
5/1/2012,Gestão comercial 4,falecimento
6/1/2012,Análise e desenvolvimento de sistemas 2,não se identificou com o curso
6/1/2012,Análise e desenvolvimento de sistemas 1,dificuldades financeiras
6/1/2012,Jogos digitais 1,motivo de saúde
6/1/2012,Jogos digitais 2,reprovação por falta
6/1/2012,Gestão da Tecnologia da informação 1,falecimento
7/1/2012,Gestão comercial 3,não se identificou com o curso
7/1/2012,Logistica 4,dificuldades financeiras
7/1/2012,Designer 1,motivo de saúde
7/1/2012,Análise e desenvolvimento de sistemas 4,reprovação por falta
7/1/2012,Jogos digitais 5,falecimento
8/1/2012,Gestão da Tecnologia da informação 3,não se identificou com o curso
8/1/2012,Designer 3,dificuldades financeiras
8/1/2012,Jogos digitais 3,motivo de saúde
8/1/2012,Gestão comercial 3,reprovação por falta
8/1/2012,Gestão da Tecnologia da informação 3,falecimento
9/1/2012,Segurança da informação 2,não se identificou com o curso
9/1/2012,Gestão da Tecnologia da informação 2,dificuldades financeiras
9/1/2012,Análise e desenvolvimento de sistemas 1,motivo de saúde
9/1/2012,Análise e desenvolvimento de sistemas 2,reprovação por falta
9/1/2012,Análise e desenvolvimento de sistemas 1,falecimento
10/1/2012,Análise e desenvolvimento de sistemas 2,não se identificou com o curso
10/1/2012,Gestão da Tecnologia da informação 4,dificuldades financeiras
10/1/2012,Jogos digitais 4,motivo de saúde
10/1/2012,Logistica 2,reprovação por falta
10/1/2012,Jogos digitais 3,falecimento
11/1/2012,Análise e desenvolvimento de sistemas 2,não se identificou com o curso
11/1/2012,Designer 2,dificuldades financeiras
11/1/2012,Análise e desenvolvimento de sistemas 1,motivo de saúde
11/1/2012,Designer 2,reprovação por falta
11/1/2012,Segurança da informação 1,falecimento
12/1/2012,Logistica 4,não se identificou com o curso
12/1/2012,Jogos digitais 3,dificuldades financeiras
12/1/2012,Análise e desenvolvimento de sistemas 3,motivo de saúde
12/1/2012,Análise e desenvolvimento de sistemas 2,reprovação por falta
12/1/2012,Jogos digitais 3,falecimento
13/1/2012,Designer 1,não se identificou com o curso
13/1/2012,Jogos digitais 2,dificuldades financeiras
13/1/2012,Logistica 1,motivo de saúde
13/1/2012,Logistica 3,reprovação por falta
13/1/2012,Segurança da informação 4,falecimento
14/1/2012,Gestão da Tecnologia da informação 2,não se identificou com o curso
14/1/2012,Segurança da informação 1,dificuldades financeiras
14/1/2012,Segurança da informação 3,motivo de saúde
14/1/2012,Gestão comercial 2,reprovação por falta
14/1/2012,Análise e desenvolvimento de sistemas 2,falecimento
15/1/2012,Logistica 2,não se identificou com o curso
15/1/2012,Logistica 4,dificuldades financeiras
15/1/2012,Segurança da informação 1,motivo de saúde
15/1/2012,Gestão da Tecnologia da informação 2,reprovação por falta
15/1/2012,Gestão comercial 3,falecimento
16/1/2012,Designer 2,não se identificou com o curso
16/1/2012,Segurança da informação 1,dificuldades financeiras
16/1/2012,Gestão comercial 1,motivo de saúde
16/1/2012,Jogos digitais 5,reprovação por falta
16/1/2012,Gestão da Tecnologia da informação 2,falecimento
17/1/2012,Segurança da informação 3,não se identificou com o curso
17/1/2012,Segurança da informação 1,dificuldades financeiras
17/1/2012,Gestão da Tecnologia da informação 2,motivo de saúde
17/1/2012,Jogos digitais 2,reprovação por falta
17/1/2012,Análise e desenvolvimento de sistemas 1,falecimento
18/1/2012,Segurança da informação 4,não se identificou com o curso
18/1/2012,Logistica 1,dificuldades financeiras
18/1/2012,Gestão da Tecnologia da informação 4,motivo de saúde
18/1/2012,Gestão da Tecnologia da informação 3,reprovação por falta
18/1/2012,Designer 3,falecimento
19/1/2012,Segurança da informação 2,não se identificou com o curso
19/1/2012,Gestão da Tecnologia da informação 1,dificuldades financeiras
19/1/2012,Segurança da informação 3,motivo de saúde
19/1/2012,Gestão comercial 1,reprovação por falta
19/1/2012,Designer 3,falecimento
20/1/2012,Gestão comercial 1,não se identificou com o curso
20/1/2012,Gestão da Tecnologia da informação 2,dificuldades financeiras
20/1/2012,Gestão da Tecnologia da informação 4,motivo de saúde
20/1/2012,Gestão comercial 1,reprovação por falta
21/1/2012,Designer 1,não se identificou com o curso
21/1/2012,Segurança da informação 1,dificuldades financeiras
21/1/2012,Designer 3,motivo de saúde
21/1/2012,Jogos digitais 5,reprovação por falta
22/1/2012,Gestão da Tecnologia da informação 1,não se identificou com o curso
22/1/2012,Jogos digitais 1,dificuldades financeiras
22/1/2012,Análise e desenvolvimento de sistemas 2,motivo de saúde
22/1/2012,Análise e desenvolvimento de sistemas 2,reprovação por falta
23/1/2012,Jogos digitais 2,não se identificou com o curso
23/1/2012,Designer 2,dificuldades financeiras
23/1/2012,Logistica 4,motivo de saúde
23/1/2012,Gestão comercial 2,reprovação por falta
24/1/2012,Análise e desenvolvimento de sistemas 3,não se identificou com o curso
24/1/2012,Análise e desenvolvimento de sistemas 2,dificuldades financeiras
24/1/2012,Logistica 1,motivo de saúde
24/1/2012,Jogos digitais 5,reprovação por falta
25/1/2012,Segurança da informação 2,não se identificou com o curso
25/1/2012,Análise e desenvolvimento de sistemas 2,dificuldades financeiras
25/1/2012,Designer 1,motivo de saúde
25/1/2012,Análise e desenvolvimento de sistemas 1,reprovação por falta
26/1/2012,Designer 2,não se identificou com o curso
26/1/2012,Gestão comercial 3,dificuldades financeiras
26/1/2012,Gestão comercial 3,motivo de saúde
26/1/2012,Gestão comercial 2,reprovação por falta
27/1/2012,Designer 4,não se identificou com o curso
27/1/2012,Análise e desenvolvimento de sistemas 1,dificuldades financeiras
27/1/2012,Gestão da Tecnologia da informação 2,motivo de saúde
27/1/2012,Gestão da Tecnologia da informação 3,reprovação por falta
28/1/2012,Gestão comercial 2,não se identificou com o curso
28/1/2012,Jogos digitais 5,dificuldades financeiras
28/1/2012,Gestão comercial 4,motivo de saúde
28/1/2012,Jogos digitais 3,reprovação por falta
29/1/2012,Jogos digitais 3,não se identificou com o curso
29/1/2012,Gestão comercial 4,dificuldades financeiras
29/1/2012,Análise e desenvolvimento de sistemas 1,motivo de saúde
29/1/2012,Gestão da Tecnologia da informação 3,reprovação por falta
30/1/2012,Logistica 3,não se identificou com o curso
30/1/2012,Segurança da informação 4,dificuldades financeiras
30/1/2012,Gestão da Tecnologia da informação 1,motivo de saúde
30/1/2012,Gestão da Tecnologia da informação 2,reprovação por falta
31/1/2012,Jogos digitais 2,não se identificou com o curso
31/1/2012,Segurança da informação 1,dificuldades financeiras
31/1/2012,Segurança da informação 4,motivo de saúde
31/1/2012,Jogos digitais 4,reprovação por falta
1/2/2012,Designer 4,não se identificou com o curso
1/2/2012,Segurança da informação 4,dificuldades financeiras
1/2/2012,Designer 1,motivo de saúde
1/2/2012,Logistica 3,reprovação por falta
2/2/2012,Jogos digitais 3,não se identificou com o curso
2/2/2012,Análise e desenvolvimento de sistemas 2,dificuldades financeiras
2/2/2012,Gestão comercial 2,motivo de saúde
2/2/2012,Logistica 1,reprovação por falta
3/2/2012,Gestão comercial 1,não se identificou com o curso
3/2/2012,Designer 1,dificuldades financeiras
3/2/2012,Designer 3,motivo de saúde
3/2/2012,Segurança da informação 4,reprovação por falta
4/2/2012,Análise e desenvolvimento de sistemas 4,não se identificou com o curso
4/2/2012,Segurança da informação 1,dificuldades financeiras
4/2/2012,Jogos digitais 5,motivo de saúde
4/2/2012,Designer 3,reprovação por falta
5/2/2012,Designer 3,não se identificou com o curso
5/2/2012,Jogos digitais 2,dificuldades financeiras
5/2/2012,Jogos digitais 5,motivo de saúde
5/2/2012,Designer 1,reprovação por falta
6/2/2012,Gestão comercial 1,não se identificou com o curso
6/2/2012,Jogos digitais 5,dificuldades financeiras
6/2/2012,Jogos digitais 2,motivo de saúde
6/2/2012,Análise e desenvolvimento de sistemas 4,reprovação por falta
7/2/2012,Segurança da informação 3,não se identificou com o curso
7/2/2012,Gestão comercial 2,dificuldades financeiras
7/2/2012,Análise e desenvolvimento de sistemas 2,motivo de saúde
7/2/2012,Gestão comercial 1,reprovação por falta
8/2/2012,Jogos digitais 2,não se identificou com o curso
8/2/2012,Logistica 1,dificuldades financeiras
8/2/2012,Gestão comercial 4,motivo de saúde
8/2/2012,Jogos digitais 1,reprovação por falta
9/2/2012,Segurança da informação 2,não se identificou com o curso
9/2/2012,Análise e desenvolvimento de sistemas 1,dificuldades financeiras
9/2/2012,Logistica 3,motivo de saúde
9/2/2012,Jogos digitais 5,reprovação por falta
10/2/2012,Segurança da informação 1,não se identificou com o curso
10/2/2012,Jogos digitais 3,dificuldades financeiras
10/2/2012,Gestão da Tecnologia da informação 3,motivo de saúde
10/2/2012,Segurança da informação 4,reprovação por falta
11/2/2012,Logistica 2,não se identificou com o curso
11/2/2012,Designer 4,dificuldades financeiras
11/2/2012,Gestão da Tecnologia da informação 1,motivo de saúde
11/2/2012,Segurança da informação 3,reprovação por falta
12/2/2012,Designer 2,não se identificou com o curso
12/2/2012,Segurança da informação 1,dificuldades financeiras
12/2/2012,Análise e desenvolvimento de sistemas 2,motivo de saúde
12/2/2012,Segurança da informação 2,reprovação por falta
13/2/2012,Jogos digitais 5,não se identificou com o curso
13/2/2012,Logistica 1,dificuldades financeiras
13/2/2012,Logistica 1,motivo de saúde
13/2/2012,Análise e desenvolvimento de sistemas 2,reprovação por falta
14/2/2012,Jogos digitais 2,não se identificou com o curso
14/2/2012,Jogos digitais 4,dificuldades financeiras
14/2/2012,Logistica 1,motivo de saúde
14/2/2012,Gestão da Tecnologia da informação 4,reprovação por falta
15/2/2012,Análise e desenvolvimento de sistemas 2,não se identificou com o curso
15/2/2012,Logistica 2,dificuldades financeiras
15/2/2012,Logistica 2,motivo de saúde
15/2/2012,Gestão comercial 4,reprovação por falta
16/2/2012,Gestão comercial 2,não se identificou com o curso
16/2/2012,Logistica 2,dificuldades financeiras
16/2/2012,Gestão comercial 2,motivo de saúde
16/2/2012,Logistica 1,reprovação por falta
17/2/2012,Gestão comercial 1,não se identificou com o curso
17/2/2012,Análise e desenvolvimento de sistemas 2,dificuldades financeiras
17/2/2012,Gestão da Tecnologia da informação 3,motivo de saúde
17/2/2012,Segurança da informação 4,reprovação por falta
18/2/2012,Análise e desenvolvimento de sistemas 3,não se identificou com o curso
18/2/2012,Segurança da informação 1,dificuldades financeiras
18/2/2012,Logistica 3,motivo de saúde
18/2/2012,Logistica 4,reprovação por falta
19/2/2012,Gestão comercial 4,não se identificou com o curso
19/2/2012,Jogos digitais 5,dificuldades financeiras
19/2/2012,Jogos digitais 5,motivo de saúde
19/2/2012,Segurança da informação 1,reprovação por falta
20/2/2012,Análise e desenvolvimento de sistemas 4,não se identificou com o curso
20/2/2012,Gestão comercial 2,dificuldades financeiras
20/2/2012,Gestão da Tecnologia da informação 4,motivo de saúde
20/2/2012,Designer 4,reprovação por falta
21/2/2012,Segurança da informação 2,não se identificou com o curso
21/2/2012,Gestão da Tecnologia da informação 2,dificuldades financeiras
21/2/2012,Gestão comercial 1,motivo de saúde
21/2/2012,Gestão da Tecnologia da informação 3,reprovação por falta
22/2/2012,Gestão comercial 1,não se identificou com o curso
22/2/2012,Jogos digitais 5,dificuldades financeiras
22/2/2012,Jogos digitais 1,motivo de saúde
22/2/2012,Jogos digitais 1,reprovação por falta
23/2/2012,Segurança da informação 1,não se identificou com o curso
23/2/2012,Gestão da Tecnologia da informação 1,dificuldades financeiras
23/2/2012,Segurança da informação 1,motivo de saúde
23/2/2012,Jogos digitais 2,reprovação por falta
24/2/2012,Segurança da informação 2,não se identificou com o curso
24/2/2012,Logistica 1,dificuldades financeiras
24/2/2012,Logistica 1,motivo de saúde
24/2/2012,Segurança da informação 2,reprovação por falta
25/2/2012,Gestão da Tecnologia da informação 4,não se identificou com o curso
25/2/2012,Designer 3,dificuldades financeiras
25/2/2012,Análise e desenvolvimento de sistemas 3,motivo de saúde
25/2/2012,Logistica 1,reprovação por falta
26/2/2012,Análise e desenvolvimento de sistemas 4,não se identificou com o curso
26/2/2012,Gestão da Tecnologia da informação 2,dificuldades financeiras
26/2/2012,Análise e desenvolvimento de sistemas 1,motivo de saúde
26/2/2012,Gestão da Tecnologia da informação 1,reprovação por falta
27/2/2012,Análise e desenvolvimento de sistemas 3,não se identificou com o curso
